numeroApolice,total_veiculos,pct_autonomos,motorista_licenciado,classe_risco,sinistralidade_rc_declarada,sinistralidade_rcfv_declarada,valor_pago_historico,valor_sinistro_historico,qt_cias_anteriores,tipo_sinistro_predominante,lmi_por_veiculo,premio_por_veiculo,qt_coberturas_ativas,agravo_aplicado,desconto_aplicado,referral_pendente,tempo_cotacao_emissao,parcelas_com_juros,apolice_anterior,_perfil_gerador
RCT-2025-000174,28.0,0.17857142857142858,0,2,0,1,0.0,0.0,0,0,21644.35035714286,2524.3692857142855,3,0,0,1,15,1,0,referral
RCT-2025-000175,38.0,0.39473684210526316,1,4,0,0,0.0,0.0,0,0,34104.91552631579,2693.2076315789473,5,0,0,1,84,0,0,referral
RCT-2025-000176,138.0,0.6304347826086957,1,4,1,1,693667.88,817377.51,2,2,35049.72753623188,1859.49884057971,2,0,0,0,2,0,1,alto_risco
RCT-2025-000177,72.0,0.8888888888888888,0,4,1,1,316871.49,372866.72,1,2,19612.414583333335,2503.0994444444445,5,1,0,0,6,1,1,alto_risco
RCT-2026-000178,149.0,0.7718120805369127,0,5,1,1,1303844.86,1513910.13,3,1,17312.028255033558,3004.1262416107384,2,1,0,0,5,0,0,alto_risco
RCT-2026-000179,23.0,0.08695652173913043,1,3,0,0,0.0,0.0,0,0,76657.65,1336.0417391304347,7,0,1,0,2,0,1,alta_cobertura
RCT-2026-000180,13.0,0.07692307692307693,1,1,0,0,0.0,0.0,0,0,75339.66,1133.1838461538462,8,0,1,0,8,0,1,alta_cobertura
RCT-2026-000181,32.0,0.25,1,1,0,0,0.0,0.0,0,0,61947.32625,1279.1634375,7,0,1,0,2,0,1,alta_cobertura
RCT-2026-000182,59.0,0.2033898305084746,1,2,0,0,0.0,0.0,0,0,64482.64152542373,1626.2516949152543,7,0,0,0,6,0,1,alta_cobertura
RCT-2025-000183,10.0,0.4,0,3,0,1,0.0,0.0,0,0,22358.148999999998,1434.393,5,0,0,1,54,0,0,referral
RCT-2024-000184,8.0,0.125,0,3,1,0,0.0,0.0,0,0,66427.705,1550.825,6,0,1,0,5,0,0,alta_cobertura
RCT-2025-000185,140.0,0.7785714285714286,1,4,0,1,912241.57,998435.6,2,1,24031.26142857143,3138.703285714286,1,1,0,0,9,1,0,alto_risco
RCT-2026-000186,34.0,0.38235294117647056,1,4,0,0,22981.56,26517.06,1,0,32741.12617647059,1619.1652941176471,5,0,0,1,25,0,0,referral
RCT-2025-000187,35.0,0.2,0,2,0,0,0.0,0.0,0,0,42805.14342857143,2321.8185714285714,5,0,0,1,47,1,0,referral
RCT-2025-000188,53.0,0.018867924528301886,1,3,0,0,0.0,0.0,0,0,53795.55283018867,1643.873396226415,8,0,0,0,8,0,1,alta_cobertura
RCT-2025-000189,23.0,0.08695652173913043,1,2,0,0,0.0,0.0,0,0,38488.962173913045,1048.8126086956522,7,0,1,0,6,0,1,alta_cobertura
RCT-2025-000190,6.0,0.3333333333333333,1,3,0,0,0.0,0.0,0,0,43257.755,1178.3033333333333,5,0,1,0,10,0,1,alta_cobertura
RCT-2025-000191,22.0,0.0,1,3,0,0,0.0,0.0,0,0,58842.16454545455,2021.5227272727273,8,0,1,0,4,0,1,alta_cobertura
RCT-2026-000192,30.0,0.4666666666666667,0,2,0,0,0.0,0.0,0,0,40605.647,1489.0516666666667,3,1,0,1,40,1,0,referral
RCT-2026-000193,59.0,0.4745762711864407,0,5,0,0,598218.28,759209.94,2,2,17798.309152542373,2179.512372881356,1,0,0,0,9,0,1,alto_risco
RCT-2025-000194,38.0,0.5,0,5,1,1,862517.73,922822.1,2,2,36036.82421052632,3435.6997368421053,1,0,0,0,5,0,1,alto_risco
RCT-2025-000195,130.0,0.7769230769230769,0,5,1,1,426625.3,564975.42,1,1,32462.054692307694,4025.8823076923077,0,1,0,0,8,0,0,alto_risco
RCT-2025-000196,45.0,0.08888888888888889,1,2,0,0,9361.77,9956.66,1,3,41224.35666666667,2049.643777777778,6,0,0,0,4,0,1,alta_cobertura
RCT-2025-000197,32.0,0.1875,1,1,0,0,0.0,0.0,0,0,44148.3621875,2193.7696875,6,0,1,0,10,0,1,alta_cobertura
RCT-2024-000198,26.0,0.34615384615384615,0,4,0,1,0.0,0.0,0,0,48179.65807692308,2994.131153846154,5,0,0,1,75,1,0,referral
RCT-2025-000199,139.0,0.6762589928057554,0,5,0,1,622135.9500000001,829429.71,2,1,36923.40964028777,2563.898848920863,4,0,0,1,9,0,0,alto_risco
RCT-2024-000200,84.0,0.6190476190476191,0,4,1,1,494164.05,536986.78,3,1,29588.684761904762,3381.3289285714286,5,0,0,1,8,0,0,alto_risco
RCT-2026-000201,3.0,0.3333333333333333,1,3,1,0,0.0,0.0,0,0,26246.683333333334,1236.92,4,0,0,1,56,1,0,referral
RCT-2026-000202,11.0,0.2727272727272727,1,3,1,0,0.0,0.0,0,0,39428.318181818184,2417.591818181818,5,0,0,1,40,0,0,referral
RCT-2026-000203,13.0,0.23076923076923078,1,2,0,0,0.0,0.0,0,0,38977.61,1760.0515384615383,8,0,1,0,7,0,1,alta_cobertura
RCT-2025-000204,19.0,0.21052631578947367,0,4,0,0,8212.87,12557.03,1,0,41777.34210526316,2539.644210526316,6,0,0,1,38,0,0,referral
RCT-2025-000205,27.0,0.7407407407407407,1,4,1,1,1233818.48,1459227.42,3,1,36494.91111111111,3073.0207407407406,4,1,0,0,8,0,0,alto_risco
RCT-2026-000206,139.0,0.7266187050359713,0,4,0,1,430924.04,549131.68,1,1,22334.85107913669,2154.128129496403,4,0,0,0,10,0,0,alto_risco
RCT-2026-000207,45.0,0.7111111111111111,1,4,1,1,930585.44,1043223.71,3,1,23508.105333333333,2496.119777777778,4,1,0,0,5,0,1,alto_risco
RCT-2024-000208,62.0,0.7580645161290323,0,4,0,1,375869.5,403706.88,1,1,25543.055161290322,3834.46935483871,3,1,0,0,3,1,1,alto_risco
RCT-2025-000209,30.0,0.3,1,3,0,0,0.0,0.0,0,0,69417.079,1607.753,6,0,1,1,1,0,1,alta_cobertura
RCT-2026-000210,67.0,0.5970149253731343,0,5,1,1,1051588.5499999998,1129469.44,2,2,36039.58597014925,3776.362686567164,3,1,0,0,9,1,0,alto_risco
RCT-2025-000211,52.0,0.07692307692307693,1,1,0,0,0.0,0.0,0,0,59215.18884615384,2033.6192307692306,8,0,1,0,6,0,0,alta_cobertura
RCT-2026-000212,36.0,0.2222222222222222,1,1,0,0,0.0,0.0,0,0,37143.46944444444,936.3711111111111,8,0,0,0,9,0,1,alta_cobertura
RCT-2026-000213,3.0,0.0,1,3,1,0,0.0,0.0,0,0,22679.45,2510.1566666666668,3,0,0,1,76,1,0,referral
RCT-2026-000214,60.0,0.05,1,2,1,0,0.0,0.0,0,0,70346.05116666667,1477.4983333333332,6,0,1,0,5,0,1,alta_cobertura
RCT-2026-000215,23.0,0.2608695652173913,1,2,0,0,0.0,0.0,0,0,32384.684347826085,1776.0747826086956,7,0,0,1,36,1,0,referral
RCT-2025-000216,12.0,0.08333333333333333,1,1,0,0,0.0,0.0,0,0,56876.78166666667,1916.6308333333334,6,0,1,0,2,0,1,alta_cobertura
RCT-2026-000217,3.0,0.0,0,4,1,1,22027.57,31541.34,1,0,32958.87333333333,1703.0233333333333,5,0,0,1,47,0,0,referral
RCT-2025-000218,34.0,0.29411764705882354,1,2,1,0,13605.49,16114.44,1,3,71373.34176470588,1956.615588235294,8,0,1,0,1,0,1,alta_cobertura
RCT-2025-000219,25.0,0.16,0,3,1,1,0.0,0.0,0,0,36553.5556,2089.2204,3,0,0,1,43,1,0,referral
RCT-2024-000220,36.0,0.3888888888888889,1,2,0,0,0.0,0.0,0,0,30844.15527777778,2039.8561111111112,3,0,0,1,83,0,0,referral
RCT-2026-000221,41.0,0.24390243902439024,0,1,0,1,0.0,0.0,0,0,71081.68975609756,1982.272682926829,6,0,1,1,7,0,1,alta_cobertura
RCT-2026-000222,149.0,0.42953020134228187,1,5,1,1,1151822.1800000002,1391745.95,3,3,30600.20389261745,3926.1820134228187,3,1,0,0,2,1,0,alto_risco
RCT-2026-000223,127.0,0.4251968503937008,1,5,1,1,1406274.1700000002,1575972.6800000002,3,1,16365.182283464566,3310.5148031496065,3,1,0,0,6,0,0,alto_risco
RCT-2025-000224,20.0,0.15,1,1,0,0,0.0,0.0,0,0,38707.3305,1157.1725000000001,8,0,0,0,4,0,0,alta_cobertura
RCT-2026-000225,9.0,0.1111111111111111,0,2,0,1,0.0,0.0,0,0,47724.66444444444,1459.9777777777776,1,0,0,1,29,1,0,referral
RCT-2025-000226,59.0,0.15254237288135594,1,1,0,0,0.0,0.0,0,0,38949.92593220339,1574.56,7,0,1,0,1,0,0,alta_cobertura
RCT-2025-000227,5.0,0.2,0,4,0,1,0.0,0.0,0,0,38633.774,2037.4560000000001,5,0,0,1,65,1,0,referral
RCT-2026-000228,140.0,0.44285714285714284,0,4,0,1,1196106.92,1272497.94,2,1,33809.58392857143,4495.693785714286,4,0,0,1,2,0,1,alto_risco
RCT-2026-000229,120.0,0.5083333333333333,0,5,1,1,591474.17,792746.72,1,2,20637.266,2757.588583333333,3,1,0,0,8,0,1,alto_risco
RCT-2024-000230,75.0,0.4266666666666667,0,4,0,1,114314.49,150077.49,1,1,15276.1772,2795.3610666666664,4,1,0,0,6,1,1,alto_risco
RCT-2025-000231,24.0,0.16666666666666666,1,2,0,0,0.0,0.0,0,0,60651.37541666667,1286.6833333333334,7,0,0,1,4,0,1,alta_cobertura
RCT-2025-000232,14.0,0.35714285714285715,1,4,1,0,0.0,0.0,0,0,42996.17214285715,1389.4042857142856,3,0,0,1,35,1,0,referral
RCT-2025-000233,30.0,0.26666666666666666,1,1,0,0,0.0,0.0,0,0,44707.23266666666,1030.6696666666667,7,0,1,0,2,0,0,alta_cobertura
RCT-2026-000234,29.0,0.8620689655172413,0,5,1,1,562809.82,706334.19,1,3,20514.19620689655,3606.1634482758623,4,0,0,0,1,0,1,alto_risco
RCT-2025-000235,32.0,0.03125,1,1,0,0,0.0,0.0,0,0,79526.564375,1597.0359375,7,0,0,0,3,0,1,alta_cobertura
RCT-2026-000236,11.0,0.2727272727272727,0,3,0,0,0.0,0.0,0,0,22381.68909090909,1638.3827272727272,5,1,0,1,76,1,0,referral
RCT-2025-000237,65.0,0.7230769230769231,0,4,1,1,728495.47,802917.27,3,3,15151.066461538461,2994.3744615384617,2,0,0,0,5,1,0,alto_risco
RCT-2024-000238,82.0,0.8780487804878049,0,5,1,1,552496.68,787869.38,1,2,33166.20585365853,2212.556463414634,1,1,0,0,6,1,0,alto_risco
RCT-2025-000239,31.0,0.2903225806451613,0,3,1,0,0.0,0.0,0,0,62545.316774193554,1805.391935483871,7,0,0,0,8,0,1,alta_cobertura
RCT-2025-000240,12.0,0.16666666666666666,1,2,1,0,29132.25,45837.91,1,0,44892.486666666664,1961.3008333333335,2,1,0,1,47,0,0,referral
RCT-2025-000241,25.0,0.44,1,2,1,0,29841.68,30917.98,1,0,35078.4124,2075.6484,7,1,0,1,54,1,0,referral
RCT-2025-000242,13.0,0.15384615384615385,1,3,0,1,0.0,0.0,0,0,20217.85846153846,2140.202307692308,4,0,0,1,23,0,0,referral
RCT-2026-000243,24.0,0.5,0,3,1,0,21127.42,24753.55,1,0,42543.192083333335,2911.911666666667,4,1,0,1,66,1,0,referral
RCT-2025-000244,23.0,0.391304347826087,1,4,1,0,0.0,0.0,0,0,29040.44913043478,2634.277391304348,4,0,0,1,25,1,0,referral
RCT-2024-000245,145.0,0.7310344827586207,1,5,0,0,645641.61,835541.37,2,1,16616.67572413793,4294.388275862069,2,1,0,1,3,0,0,alto_risco
RCT-2026-000246,39.0,0.2564102564102564,0,2,0,0,0.0,0.0,0,0,36148.78820512821,1911.5623076923075,3,0,0,1,15,1,0,referral
RCT-2025-000247,5.0,0.4,1,3,0,1,0.0,0.0,0,0,43281.162,2861.684,3,0,0,1,88,0,0,referral
RCT-2025-000248,48.0,0.14583333333333334,1,1,0,0,0.0,0.0,0,0,54122.08583333334,1474.4489583333334,6,0,0,0,2,0,0,alta_cobertura
RCT-2025-000249,9.0,0.3333333333333333,0,3,0,0,0.0,0.0,0,0,31899.344444444443,1413.8444444444444,5,0,0,1,69,1,0,referral
RCT-2024-000250,27.0,0.2222222222222222,0,4,1,0,0.0,0.0,0,0,33009.694444444445,2360.274074074074,4,0,0,1,30,1,0,referral
RCT-2026-000251,36.0,0.3055555555555556,0,4,0,1,0.0,0.0,0,0,22538.309722222224,2555.523611111111,6,1,0,1,30,0,0,referral
RCT-2026-000252,21.0,0.38095238095238093,1,2,1,0,42146.47,43179.33,1,0,28321.87142857143,2265.209523809524,5,0,0,1,55,1,0,referral
RCT-2025-000253,9.0,0.2222222222222222,1,1,0,0,0.0,0.0,0,0,41288.27333333334,2029.5122222222224,8,0,1,0,10,0,1,alta_cobertura
RCT-2026-000254,22.0,0.3181818181818182,0,2,0,1,30848.56,41238.06,1,0,37769.30363636364,1924.7722727272726,2,1,0,1,59,0,0,referral
RCT-2026-000255,29.0,0.3793103448275862,1,4,0,0,0.0,0.0,0,0,24953.39379310345,2900.7603448275863,5,1,0,1,79,1,0,referral
RCT-2025-000256,48.0,0.2916666666666667,0,3,1,0,0.0,0.0,0,0,63726.10833333334,2154.0416666666665,6,0,0,1,1,0,0,alta_cobertura
RCT-2025-000257,30.0,0.3,1,3,0,1,13115.4,17680.2,1,0,33891.70933333333,1263.7723333333333,3,0,0,1,46,1,0,referral
RCT-2025-000258,17.0,0.0,1,2,0,1,0.0,0.0,0,0,67354.55411764706,1081.8364705882354,6,0,1,0,2,0,0,alta_cobertura
RCT-2026-000259,7.0,0.0,1,3,1,0,0.0,0.0,0,0,51483.25285714286,1978.787142857143,7,0,1,0,5,0,1,alta_cobertura
RCT-2026-000260,14.0,0.21428571428571427,0,4,1,0,0.0,0.0,0,0,20529.84,1463.1764285714287,6,1,0,1,46,1,0,referral
RCT-2026-000261,24.0,0.041666666666666664,1,1,0,0,0.0,0.0,0,0,57588.411250000005,917.7600000000001,6,0,0,0,7,0,1,alta_cobertura
RCT-2024-000262,46.0,0.08695652173913043,1,1,0,0,15295.51,16212.06,1,3,39585.336304347824,956.954347826087,6,0,1,0,3,0,0,alta_cobertura
RCT-2025-000263,38.0,0.2894736842105263,1,3,0,0,0.0,0.0,0,0,40346.229736842106,1689.3839473684209,8,0,1,0,10,0,1,alta_cobertura
RCT-2026-000264,19.0,0.21052631578947367,1,2,0,0,0.0,0.0,0,0,36037.84789473684,2682.1384210526317,4,1,0,1,30,1,0,referral
RCT-2025-000265,32.0,0.71875,1,4,0,1,286085.19,296284.52,1,1,37554.2034375,2795.328125,4,1,0,0,5,1,1,alto_risco
RCT-2024-000266,79.0,0.5189873417721519,0,5,1,1,146256.01,157620.19,1,2,15337.422658227846,3493.9378481012664,5,0,0,0,9,0,0,alto_risco
RCT-2026-000267,14.0,0.07142857142857142,1,1,0,0,0.0,0.0,0,0,71139.24357142857,2049.4914285714285,6,0,1,0,9,0,1,alta_cobertura
RCT-2026-000268,143.0,0.8601398601398601,1,5,1,1,1378226.51,1688690.25,3,2,38327.37370629371,1805.8826573426572,3,1,0,0,3,1,1,alto_risco
RCT-2026-000269,18.0,0.2777777777777778,0,4,1,0,38665.04,55473.6,1,0,30480.426111111112,1307.2394444444444,3,0,0,1,78,0,0,referral
RCT-2025-000270,42.0,0.4523809523809524,0,5,1,1,83333.98,93346.69,1,3,33702.678095238094,3807.6064285714288,5,0,0,0,1,1,0,alto_risco
RCT-2025-000271,75.0,0.8133333333333334,0,4,1,1,72237.54,89023.51,1,2,28982.357200000002,3814.1885333333335,4,0,0,1,9,0,0,alto_risco
RCT-2024-000272,34.0,0.5882352941176471,0,4,0,0,1491833.78,1812085.1300000001,3,1,38587.72852941177,2649.3667647058824,3,1,0,0,4,1,1,alto_risco
RCT-2025-000273,8.0,0.5,1,3,0,0,30876.87,48635.17,1,0,38311.6175,1575.8775,4,1,0,1,33,1,0,referral
RCT-2026-000274,15.0,0.26666666666666666,1,2,0,0,6039.51,6066.89,1,3,55623.962666666666,1473.076,6,0,1,0,6,0,1,alta_cobertura
RCT-2025-000275,38.0,0.10526315789473684,0,3,0,1,0.0,0.0,0,0,32993.43184210526,1914.500789473684,5,0,0,1,35,1,0,referral
RCT-2024-000276,85.0,0.47058823529411764,0,4,0,1,591396.84,657239.8999999999,2,2,36844.39729411765,2020.614588235294,6,1,0,0,10,1,0,alto_risco
RCT-2025-000277,57.0,0.0,1,1,0,0,0.0,0.0,0,0,72863.35333333333,2126.320877192982,6,0,1,0,2,0,0,alta_cobertura
RCT-2026-000278,27.0,0.18518518518518517,1,3,0,0,0.0,0.0,0,0,42952.43407407407,2141.7055555555557,3,1,0,1,88,1,0,referral
RCT-2024-000279,49.0,0.1836734693877551,0,1,0,0,0.0,0.0,0,0,77527.57469387756,2013.2455102040817,7,0,1,0,2,0,1,alta_cobertura
RCT-2025-000280,17.0,0.29411764705882354,1,3,0,1,0.0,0.0,0,0,27254.933529411763,2987.0923529411766,4,0,0,1,54,1,0,referral
RCT-2024-000281,140.0,0.5571428571428572,1,4,1,0,255061.87,288565.05,2,3,24560.121214285715,2012.6857857142859,3,0,0,0,3,1,0,alto_risco
RCT-2025-000282,9.0,0.1111111111111111,0,2,0,0,0.0,0.0,0,0,32597.213333333333,1578.5322222222223,4,0,0,1,33,1,0,referral
RCT-2025-000283,68.0,0.8970588235294118,0,4,1,1,195718.24,205196.1,1,1,38830.73397058824,3100.252205882353,5,1,0,1,9,1,1,alto_risco
RCT-2026-000284,54.0,0.18518518518518517,1,3,0,1,0.0,0.0,0,0,44673.67722222222,1662.93,8,0,0,0,7,0,0,alta_cobertura
RCT-2026-000285,55.0,0.05454545454545454,1,1,0,0,0.0,0.0,0,0,77313.55309090909,1831.1452727272729,8,0,0,0,6,0,1,alta_cobertura
RCT-2024-000286,15.0,0.2,0,2,0,0,0.0,0.0,0,0,49005.60666666667,1435.9046666666666,5,1,0,1,50,1,0,referral
RCT-2026-000287,28.0,0.14285714285714285,0,4,1,0,0.0,0.0,0,0,26790.23785714286,2503.656071428571,3,1,0,1,21,0,0,referral
RCT-2025-000288,146.0,0.5547945205479452,0,5,1,1,42312.49,55321.97,1,2,32784.534383561644,3868.745342465753,3,1,0,0,3,1,1,alto_risco
RCT-2025-000289,51.0,0.803921568627451,0,4,1,1,877797.76,1121980.61,3,1,29431.057058823528,4369.035490196078,2,1,0,0,5,1,0,alto_risco
RCT-2025-000290,51.0,0.27450980392156865,1,3,0,0,0.0,0.0,0,0,65791.16588235294,1706.2870588235294,7,0,1,0,3,0,1,alta_cobertura
RCT-2024-000291,23.0,0.21739130434782608,1,2,0,1,13603.29,16814.21,1,3,38536.25565217391,2045.6347826086956,6,0,0,0,3,0,0,alta_cobertura
RCT-2025-000292,21.0,0.42857142857142855,0,3,1,0,27767.95,42287.08,1,0,45708.68476190476,2594.1471428571426,5,0,0,1,27,1,0,referral
RCT-2025-000293,98.0,0.7755102040816326,0,5,1,0,965471.25,1294329.79,2,1,23581.86112244898,3204.2098979591838,3,0,0,1,2,1,1,alto_risco
RCT-2025-000294,3.0,0.3333333333333333,1,3,0,1,0.0,0.0,0,0,24279.326666666664,2483.7533333333336,2,0,0,1,21,1,0,referral
RCT-2025-000295,11.0,0.2727272727272727,0,1,0,0,0.0,0.0,0,0,36930.49363636364,1467.9609090909091,7,0,1,0,10,0,1,alta_cobertura
RCT-2024-000296,6.0,0.3333333333333333,1,3,0,0,0.0,0.0,0,0,43508.74166666667,1010.0566666666667,8,0,0,0,3,0,1,alta_cobertura
RCT-2024-000297,10.0,0.4,0,2,1,0,47447.09,50654.09,1,0,23631.033,2286.823,6,1,0,1,41,1,0,referral
RCT-2025-000298,103.0,0.7378640776699029,0,4,1,1,369736.93,495757.61,2,3,35337.34009708738,3052.7019417475726,3,1,0,0,7,1,1,alto_risco
RCT-2025-000299,35.0,0.17142857142857143,0,3,1,0,0.0,0.0,0,0,48876.650285714284,2070.7402857142856,3,0,0,1,80,1,0,referral
RCT-2025-000300,44.0,0.25,1,1,0,1,0.0,0.0,0,0,48716.10568181818,1473.9870454545455,6,0,1,0,4,0,1,alta_cobertura
RCT-2025-000301,17.0,0.058823529411764705,1,3,0,0,0.0,0.0,0,0,75549.42529411765,1848.97,7,0,1,0,4,0,1,alta_cobertura
RCT-2025-000302,13.0,0.23076923076923078,1,1,0,0,19322.45,19569.31,1,3,56721.190769230765,1274.49,7,0,1,0,2,0,1,alta_cobertura
RCT-2024-000303,68.0,0.6176470588235294,0,4,1,1,761720.68,994091.6100000001,3,1,30310.816323529412,3414.9985294117646,2,1,0,0,3,0,0,alto_risco
RCT-2025-000304,11.0,0.2727272727272727,1,2,1,1,0.0,0.0,0,0,49728.16181818182,2222.4872727272727,4,1,0,1,71,0,0,referral
RCT-2026-000305,21.0,0.14285714285714285,1,3,0,1,41837.92,51754.12,1,0,29565.768571428573,2807.3614285714284,4,0,0,1,24,1,0,referral
RCT-2025-000306,16.0,0.125,0,2,1,1,0.0,0.0,0,0,45883.184375,2091.64375,6,0,0,1,19,1,0,referral
RCT-2026-000307,24.0,0.4583333333333333,0,3,1,0,0.0,0.0,0,0,43070.370416666665,2494.59625,2,1,0,1,42,1,0,referral
RCT-2025-000308,21.0,0.23809523809523808,1,2,1,1,0.0,0.0,0,0,45329.759999999995,2064.3742857142856,6,1,0,1,49,0,0,referral
RCT-2026-000309,88.0,0.4659090909090909,0,4,1,1,1371031.87,1590899.16,2,2,17729.08693181818,2433.681477272727,2,1,0,0,1,1,1,alto_risco
RCT-2026-000310,15.0,0.13333333333333333,1,3,0,1,22994.17,24955.14,1,3,79615.97133333333,2146.212666666667,6,0,1,0,1,0,0,alta_cobertura
RCT-2025-000311,22.0,0.045454545454545456,1,3,0,1,0.0,0.0,0,0,71339.19590909091,1640.1450000000002,7,0,1,0,4,0,1,alta_cobertura
RCT-2025-000312,65.0,0.46153846153846156,0,4,1,1,814572.48,920476.2,3,2,39748.33707692308,3663.1256923076926,4,1,0,0,10,0,0,alto_risco
RCT-2024-000313,14.0,0.35714285714285715,0,4,1,1,0.0,0.0,0,0,46919.048571428575,2215.4364285714287,5,0,0,1,34,0,0,referral
RCT-2025-000314,16.0,0.25,1,3,0,0,0.0,0.0,0,0,22879.280625,1701.531875,6,0,0,1,27,1,0,referral
RCT-2026-000315,4.0,0.25,1,4,0,0,0.0,0.0,0,0,43799.6075,1342.32,5,0,0,1,81,1,0,referral
RCT-2025-000316,5.0,0.2,0,2,0,0,0.0,0.0,0,0,39043.182,1437.226,6,1,0,1,39,0,0,referral
RCT-2026-000317,21.0,0.19047619047619047,1,2,0,0,0.0,0.0,0,0,50979.701428571425,1893.1176190476192,6,0,1,0,6,0,0,alta_cobertura
RCT-2026-000318,13.0,0.23076923076923078,1,2,0,0,0.0,0.0,0,0,52381.81769230769,959.3169230769231,8,0,1,0,7,0,1,alta_cobertura
RCT-2025-000319,94.0,0.4148936170212766,0,4,0,1,704826.51,917896.79,2,1,20390.37744680851,2695.055744680851,3,0,0,1,2,0,0,alto_risco
RCT-2024-000320,27.0,0.37037037037037035,1,2,0,1,0.0,0.0,0,0,33767.16925925926,1743.877037037037,3,1,0,1,24,1,0,referral
RCT-2025-000321,20.0,0.1,0,2,0,0,0.0,0.0,0,0,42498.453,1536.7549999999999,6,0,1,0,9,0,1,alta_cobertura
RCT-2025-000322,64.0,0.765625,0,5,0,1,959973.09,1098663.46,2,1,16937.61109375,2949.39546875,1,1,0,0,10,0,1,alto_risco
RCT-2026-000323,62.0,0.7580645161290323,0,5,1,1,510459.02999999997,642190.1699999999,2,1,22942.20064516129,3079.4501612903227,3,1,0,0,6,0,1,alto_risco
RCT-2026-000324,49.0,0.5306122448979592,0,4,1,0,169274.06,181039.94,1,3,29391.39285714286,2833.9555102040817,4,0,0,0,5,0,0,alto_risco
RCT-2024-000325,46.0,0.6304347826086957,1,4,1,1,573787.0,665858.1,2,1,38884.00304347826,4073.916304347826,1,0,0,0,3,0,0,alto_risco
RCT-2025-000326,44.0,0.1590909090909091,0,2,0,0,28173.76,28189.37,1,3,53936.74340909091,1257.4368181818181,7,0,1,1,6,0,0,alta_cobertura
RCT-2024-000327,120.0,0.8333333333333334,0,4,0,1,878268.56,1051452.6199999999,2,3,33436.340833333335,3568.7840833333335,3,1,0,0,6,0,0,alto_risco
RCT-2026-000328,47.0,0.6170212765957447,0,5,1,0,266176.0,294355.48,1,2,22937.532127659575,2033.327659574468,4,0,0,0,9,1,0,alto_risco
RCT-2025-000329,115.0,0.5478260869565217,0,5,1,1,1043632.38,1284342.6400000001,2,1,29630.574608695653,4364.095826086957,2,1,0,0,7,0,1,alto_risco
RCT-2026-000330,36.0,0.3611111111111111,1,4,0,0,0.0,0.0,0,0,30740.136111111107,1536.8008333333335,6,1,0,1,90,0,0,referral
RCT-2026-000331,19.0,0.3684210526315789,0,2,1,1,11339.48,15355.97,1,0,35722.56368421052,2455.7368421052633,5,0,0,1,66,1,0,referral
RCT-2025-000332,25.0,0.72,0,4,1,1,294568.06,369071.14,1,3,31710.9212,4264.6492,1,0,0,0,5,0,0,alto_risco
RCT-2025-000333,9.0,0.1111111111111111,1,1,0,0,0.0,0.0,0,0,71063.75111111111,1402.86,8,0,1,0,10,0,1,alta_cobertura
RCT-2024-000334,112.0,0.7678571428571429,0,4,1,1,699840.8500000001,794166.26,2,1,27551.539642857144,4252.1693749999995,2,0,0,0,3,0,0,alto_risco
RCT-2025-000335,44.0,0.22727272727272727,1,2,1,1,0.0,0.0,0,0,59788.94522727272,1726.7775000000001,8,0,1,0,5,0,1,alta_cobertura
RCT-2026-000336,32.0,0.28125,1,1,0,0,0.0,0.0,0,0,61837.0534375,1339.1046875,8,0,1,1,10,0,0,alta_cobertura
RCT-2026-000337,10.0,0.4,0,4,0,0,0.0,0.0,0,0,28547.375,1526.269,5,1,0,1,80,0,0,referral
RCT-2026-000338,27.0,0.7407407407407407,0,5,1,1,559544.85,651483.87,1,2,31824.64888888889,3683.8585185185184,4,1,0,0,10,0,0,alto_risco
RCT-2026-000339,34.0,0.0,1,1,0,0,0.0,0.0,0,0,37955.87588235294,1132.2091176470587,6,0,0,0,6,0,0,alta_cobertura
RCT-2026-000340,25.0,0.24,1,1,0,0,0.0,0.0,0,0,50514.6904,2166.5216,7,0,1,0,9,0,1,alta_cobertura
RCT-2026-000341,23.0,0.34782608695652173,1,4,0,0,0.0,0.0,0,0,46833.36956521739,1727.3673913043476,4,1,0,1,26,1,0,referral
RCT-2024-000342,13.0,0.23076923076923078,0,2,0,0,0.0,0.0,0,0,21793.588461538464,2689.9569230769234,1,0,0,1,19,0,0,referral
RCT-2026-000343,12.0,0.0,1,2,0,1,17995.87,19088.49,1,3,52518.807499999995,1329.8591666666666,8,0,1,0,2,0,1,alta_cobertura
RCT-2025-000344,106.0,0.5566037735849056,0,4,1,0,369334.27,450221.01,3,2,39310.08283018868,4230.010849056604,2,0,0,0,3,0,1,alto_risco
RCT-2026-000345,88.0,0.625,0,5,1,1,576842.13,779764.36,1,1,32240.936250000002,2461.735,3,1,0,0,4,0,1,alto_risco
RCT-2026-000346,99.0,0.7777777777777778,0,5,1,1,942321.94,1070189.53,3,1,31065.68383838384,2995.132929292929,3,1,0,0,1,0,1,alto_risco
RCT-2025-000347,25.0,0.28,1,1,0,0,0.0,0.0,0,0,58550.421200000004,1692.3848,8,0,1,0,3,0,1,alta_cobertura
RCT-2025-000348,33.0,0.36363636363636365,0,3,1,0,0.0,0.0,0,0,32263.63333333333,1299.5533333333333,3,0,0,1,48,1,0,referral
