numeroApolice,total_veiculos,pct_autonomos,motorista_licenciado,classe_risco,sinistralidade_rc_declarada,sinistralidade_rcfv_declarada,valor_pago_historico,valor_sinistro_historico,qt_cias_anteriores,tipo_sinistro_predominante,lmi_por_veiculo,premio_por_veiculo,qt_coberturas_ativas,agravo_aplicado,desconto_aplicado,referral_pendente,tempo_cotacao_emissao,parcelas_com_juros,apolice_anterior,_perfil_gerador,cluster
RCT-2026-000110,0.1643835616438356,0.2874954162082874,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.2129700701630186,0.5643668517966507,0.0,1.0,0.0,1.0,0.2247191011235955,1.0,0.0,referral,2
RCT-2024-000111,0.0,0.3696369636963695,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2385464019149797,0.28243680253559,0.25,0.0,0.0,1.0,0.3707865168539326,1.0,0.0,referral,2
RCT-2026-000112,0.732876712328767,0.6351035103510351,0.0,0.75,1.0,1.0,0.7179839492416378,0.7411815887109836,1.0,0.3333333333333333,0.2509908602440953,0.4707179678971326,0.25,1.0,0.0,1.0,0.1011235955056179,1.0,0.0,alto_risco,1
RCT-2025-000113,0.3013698630136986,0.8729724036233409,0.0,0.75,1.0,1.0,0.131995708882501,0.1407018811463012,0.6666666666666666,1.0,0.0405023770487667,0.9469509779897376,0.125,0.0,0.0,0.0,0.0449438202247191,1.0,0.0,alto_risco,1
RCT-2025-000114,0.0616438356164383,0.1848184818481847,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.1019170691701873,0.3648111139941076,0.5,0.0,0.0,1.0,0.9213483146067416,0.0,0.0,referral,2
RCT-2025-000115,0.2123287671232876,0.5218404193360512,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1793229472955222,0.2033973677240587,0.625,0.0,0.0,1.0,0.5617977528089887,1.0,0.0,referral,2
RCT-2025-000116,0.0547945205479452,0.1008100810081008,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3458307326440516,0.2332682689811954,0.875,0.0,1.0,0.0,0.0898876404494382,0.0,0.0,alta_cobertura,0
RCT-2026-000117,0.0136986301369863,0.2217821782178217,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9115553010350432,0.3291067979462,1.0,0.0,1.0,0.0,0.0224719101123595,0.0,1.0,alta_cobertura,0
RCT-2026-000118,0.2602739726027397,0.0540932141994687,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.3753726111041403,0.0726651105608016,1.0,0.0,1.0,0.0,0.0112359550561797,0.0,0.0,alta_cobertura,0
RCT-2024-000119,0.1027397260273972,0.1848184818481847,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.4498966832269032,0.2361131789430191,0.875,0.0,1.0,0.0,0.0337078651685393,0.0,1.0,alta_cobertura,0
RCT-2026-000120,0.0753424657534246,0.396039603960396,0.0,0.25,0.0,0.0,0.0197650537855498,0.0204029413250469,0.3333333333333333,0.0,0.3614349689980324,0.3188559102279567,0.75,1.0,0.0,1.0,0.6404494382022472,1.0,0.0,referral,2
RCT-2026-000121,0.3904109589041096,0.0184818481848184,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.2365953087238647,0.2658459554856828,0.875,0.0,1.0,0.0,0.0674157303370786,0.0,0.0,alta_cobertura,0
RCT-2026-000122,0.2671232876712328,0.0792079207920792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4084596747080429,0.0391093703024976,0.75,0.0,0.0,1.0,0.0561797752808988,0.0,1.0,alta_cobertura,0
RCT-2024-000123,0.3082191780821918,0.231023102310231,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6126965167079854,0.0595066038705345,0.75,0.0,1.0,1.0,0.0224719101123595,0.0,1.0,alta_cobertura,0
RCT-2025-000124,0.0684931506849315,0.4265041888804264,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.2047866725934136,0.5638630275386478,0.5,0.0,0.0,1.0,0.2808988764044944,1.0,0.0,referral,2
RCT-2026-000125,0.0616438356164383,0.2772277227722772,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5494469150542061,0.2863631565492638,0.75,0.0,1.0,1.0,0.0449438202247191,0.0,1.0,alta_cobertura,0
RCT-2025-000126,0.2534246575342466,0.3049504950495049,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2916869882297372,0.0393971646314413,1.0,0.0,0.0,0.0,0.1011235955056179,0.0,0.0,alta_cobertura,0
RCT-2025-000127,0.1506849315068493,0.1774257425742574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7700642013657816,0.3503826100735516,1.0,0.0,1.0,1.0,0.0786516853932584,0.0,0.0,alta_cobertura,0
RCT-2025-000128,0.6301369863013698,0.5836373110995309,0.0,1.0,0.0,1.0,0.6133899882513277,0.6716586352002586,1.0,1.0,0.3083064266314074,0.3950390034741424,0.0,0.0,0.0,0.0,0.0561797752808988,1.0,1.0,alto_risco,1
RCT-2025-000129,0.1712328767123287,0.1188118811881187,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3604520862469103,0.0484620875852213,0.875,0.0,0.0,0.0,0.0561797752808988,0.0,1.0,alta_cobertura,0
RCT-2025-000130,0.3493150684931506,0.616061606160616,0.0,1.0,0.0,1.0,0.4090799984960084,0.4820119570402461,1.0,0.3333333333333333,0.0364184356564515,0.5465785402068322,0.625,0.0,0.0,0.0,0.1011235955056179,1.0,0.0,alto_risco,1
RCT-2025-000131,0.3904109589041096,0.1848184818481847,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.3363115167672849,0.2711636146265584,1.0,0.0,1.0,0.0,0.0898876404494382,0.0,1.0,alta_cobertura,0
RCT-2026-000132,0.0958904109589041,0.4566103669190448,0.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.3770464651393511,0.2163107061630555,0.25,0.0,0.0,1.0,0.9550561797752808,1.0,0.0,referral,2
RCT-2025-000133,0.0958904109589041,0.1304601048340128,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8104527601270376,0.025000905590694,1.0,0.0,1.0,0.0,0.0112359550561797,0.0,0.0,alta_cobertura,0
RCT-2025-000134,0.0136986301369863,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.7239640803210898,0.0878382082038379,0.875,0.0,1.0,0.0,0.0786516853932584,0.0,1.0,alta_cobertura,0
RCT-2024-000135,0.3904109589041096,0.7762376237623761,0.0,0.75,1.0,1.0,0.3833423006940098,0.4359640215777655,0.6666666666666666,1.0,0.3784077759671813,0.4226438046107093,0.25,0.0,0.0,0.0,0.0,0.0,1.0,alto_risco,1
RCT-2026-000136,0.452054794520548,0.6267757210503658,0.0,1.0,1.0,1.0,0.1188111036430976,0.1368303749030529,0.6666666666666666,0.3333333333333333,0.3728068104477747,0.2949678349888616,0.125,0.0,0.0,0.0,0.0898876404494382,1.0,1.0,alto_risco,1
RCT-2026-000137,0.6506849315068494,0.8033946251768034,0.0,0.75,0.0,1.0,0.0859834606443377,0.0850609012880357,0.3333333333333333,1.0,0.0152301467174243,0.4476319327669408,0.125,1.0,0.0,0.0,0.1011235955056179,0.0,1.0,alto_risco,1
RCT-2026-000138,0.1780821917808219,0.4588596790713553,0.0,0.75,0.0,1.0,0.0,0.0,0.0,0.0,0.2676957616797665,0.5043308853523447,0.0,0.0,0.0,1.0,0.8089887640449438,0.0,0.0,referral,2
RCT-2024-000139,0.9931506849315068,0.6968156275086967,0.0,1.0,1.0,1.0,0.7408169658014357,0.7586720789691016,1.0,0.3333333333333333,0.0359296081686417,0.6782004299687254,0.25,1.0,0.0,0.0,0.0449438202247191,1.0,0.0,alto_risco,1
RCT-2025-000140,0.1438356164383561,0.2772277227722772,0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.425389151164493,0.5677600058596106,0.375,0.0,0.0,1.0,0.4831460674157303,1.0,0.0,referral,2
RCT-2025-000141,0.047945205479452,0.1108910891089108,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6895052082237441,0.1123162049829669,0.875,0.0,1.0,0.0,0.0786516853932584,0.0,1.0,alta_cobertura,0
RCT-2024-000142,0.863013698630137,0.5759459666896922,0.0,0.75,1.0,1.0,0.0338152206247321,0.0394745633582611,0.3333333333333333,0.3333333333333333,0.1859593613689081,0.4422351073029629,0.5,0.0,0.0,0.0,0.0112359550561797,1.0,0.0,alto_risco,1
RCT-2026-000143,0.0136986301369863,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7810438916168051,0.1994259711921627,0.75,0.0,1.0,0.0,0.0561797752808988,0.0,0.0,alta_cobertura,0
RCT-2025-000144,0.1438356164383561,0.0924092409240923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6733122817492159,0.1473834426318801,0.875,0.0,1.0,0.0,0.0,0.0,0.0,alta_cobertura,0
RCT-2025-000145,0.0821917808219178,0.5174917491749175,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.2671902436007797,0.2877767556970033,0.25,0.0,0.0,1.0,0.7752808988764044,0.0,0.0,referral,2
RCT-2025-000146,0.684931506849315,0.7859271364029606,0.0,1.0,1.0,1.0,0.6436851917208827,0.6435840889752555,1.0,0.6666666666666666,0.085432923259225,0.9636521747010862,0.375,0.0,0.0,0.0,0.1011235955056179,1.0,1.0,alto_risco,1
RCT-2026-000147,0.547945205479452,0.9085053083621614,1.0,0.75,0.0,1.0,0.5072222918814344,0.486783252951354,0.6666666666666666,0.6666666666666666,0.1784538532520638,0.928574546712853,0.375,0.0,0.0,1.0,0.0898876404494382,1.0,1.0,alto_risco,1
RCT-2024-000148,0.2945205479452054,0.3133878605251829,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.4688907513733237,0.0145046654103777,0.75,0.0,1.0,0.0,0.0112359550561797,0.0,1.0,alta_cobertura,0
RCT-2024-000149,0.0,0.3696369636963695,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.1022299501953873,0.1725668426996677,0.5,0.0,0.0,1.0,0.8651685393258426,1.0,0.0,referral,2
RCT-2026-000150,0.3972602739726028,0.7816912838824865,0.0,1.0,1.0,1.0,0.8710605235956667,0.8777937230686628,1.0,0.3333333333333333,0.080528080705422,0.5591795242233288,0.375,1.0,0.0,0.0,0.0224719101123595,0.0,1.0,alto_risco,1
RCT-2025-000151,0.0958904109589041,0.4566103669190448,0.0,0.75,0.0,1.0,0.0,0.0,0.0,0.0,0.3113901190687131,0.2343600744151024,0.625,0.0,0.0,1.0,0.1910112359550561,1.0,0.0,referral,2
RCT-2026-000152,0.2054794520547945,0.504050405040504,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2404880837997938,0.526033566701311,0.375,0.0,0.0,1.0,0.3707865168539326,1.0,0.0,referral,2
RCT-2026-000153,0.8356164383561644,0.8605148514851484,0.0,1.0,1.0,0.0,0.7151546484816356,0.7686229640097778,1.0,0.6666666666666666,0.1925311270104129,0.611133690239791,0.5,1.0,0.0,0.0,0.0,0.0,0.0,alto_risco,1
RCT-2024-000154,0.0410958904109589,0.3696369636963695,0.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.1241411503729377,0.3609573668114121,0.5,0.0,0.0,1.0,0.9775280898876404,1.0,0.0,referral,2
RCT-2024-000155,0.0342465753424657,0.0,1.0,0.25,0.0,0.0,0.0095535358859035,0.0086285434509735,0.3333333333333333,1.0,0.5925562881852873,0.32975586112659,0.875,0.0,1.0,0.0,0.0674157303370786,0.0,1.0,alta_cobertura,0
RCT-2026-000156,0.1438356164383561,0.462046204620462,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.1095751927936262,0.3592100322267946,0.5,0.0,0.0,1.0,0.1910112359550561,1.0,0.0,referral,2
RCT-2025-000157,0.2534246575342466,0.3049504950495049,0.0,0.75,1.0,0.0,0.0215383993860561,0.0211711749144971,0.3333333333333333,0.0,0.3529399423420755,0.4242339640233951,0.75,0.0,0.0,1.0,0.9325842696629212,1.0,0.0,referral,2
RCT-2025-000158,0.136986301369863,0.1446405510116228,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.2317550373678843,0.34725782576059,0.625,0.0,1.0,0.0,0.0561797752808988,0.0,0.0,alta_cobertura,0
RCT-2025-000159,0.321917808219178,0.133069306930693,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5520940740355753,0.2290333054714592,0.875,0.0,1.0,0.0,0.0224719101123595,0.0,1.0,alta_cobertura,0
RCT-2026-000160,0.1643835616438356,0.0821415474880821,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2914917222192527,0.1646650061185957,0.75,0.0,0.0,0.0,0.0786516853932584,0.0,1.0,alta_cobertura,0
RCT-2026-000161,0.363013698630137,0.198019801980198,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5963266316232593,0.0181739186529023,0.75,0.0,1.0,0.0,0.0,0.0,0.0,alta_cobertura,0
RCT-2025-000162,0.3835616438356164,0.2631313978855512,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.3500894316418926,0.3349299793867462,0.875,0.0,1.0,0.0,0.0449438202247191,0.0,1.0,alta_cobertura,0
RCT-2024-000163,0.1506849315068493,0.133069306930693,1.0,0.5,0.0,0.0,0.008553285350773,0.010738730156379,0.3333333333333333,0.0,0.5221468513805351,0.4207075759084471,0.625,0.0,0.0,1.0,0.3932584269662921,1.0,0.0,referral,2
RCT-2026-000164,0.6575342465753424,0.6608660866086608,0.0,0.75,1.0,1.0,0.04815071834686,0.0484802505699055,0.3333333333333333,0.3333333333333333,0.0350242538206148,0.2650785514920941,0.75,0.0,0.0,0.0,0.1011235955056179,0.0,0.0,alto_risco,1
RCT-2026-000165,0.1095890410958904,0.2334549244398123,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.530325336356313,0.1145383561521192,0.625,1.0,0.0,1.0,0.8089887640449438,1.0,0.0,referral,2
RCT-2024-000166,0.2123287671232876,0.489225393127548,0.0,0.75,0.0,1.0,0.4667991869571828,0.522489069901145,1.0,1.0,0.2079974186410536,0.8393816266757441,0.0,1.0,0.0,0.0,0.0786516853932584,0.0,1.0,alto_risco,1
RCT-2026-000167,0.0410958904109589,0.3696369636963695,1.0,0.25,0.0,0.0,0.0062346761700853,0.0066521984413196,0.3333333333333333,0.0,0.1026887034275172,0.0982742300431215,0.5,0.0,0.0,1.0,0.7865168539325842,1.0,0.0,referral,2
RCT-2025-000168,0.273972602739726,0.722081510476629,1.0,0.75,1.0,1.0,0.1110512795129893,0.1338602975504532,0.3333333333333333,0.3333333333333333,0.0461629095542661,0.550320614639072,0.5,0.0,0.0,0.0,0.0224719101123595,0.0,1.0,alto_risco,1
RCT-2025-000169,0.2397260273972602,0.1750911933298592,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.1429962463053686,0.143438373497131,0.375,1.0,0.0,1.0,0.2921348314606741,1.0,0.0,referral,2
RCT-2024-000170,0.0136986301369863,0.2217821782178217,1.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.7288584395657649,0.0115295458737937,0.875,0.0,1.0,0.0,0.1011235955056179,0.0,0.0,alta_cobertura,0
RCT-2025-000171,0.0753424657534246,0.1584158415841584,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.1107819764166615,0.5277102574143544,0.75,0.0,0.0,1.0,0.2584269662921348,1.0,0.0,referral,2
RCT-2024-000172,0.1301369863013698,0.0504050405040504,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.9996361812359048,0.1734783207608186,0.625,0.0,1.0,0.0,0.0449438202247191,0.0,1.0,alta_cobertura,0
RCT-2024-000173,0.2671232876712328,0.3168316831683168,0.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.3011362728833228,0.2309926686249766,0.875,0.0,1.0,0.0,0.0674157303370786,0.0,1.0,alta_cobertura,0
RCT-2025-000174,0.1712328767123287,0.198019801980198,0.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.1021131447343887,0.4494937508656968,0.375,0.0,0.0,1.0,0.1573033707865168,1.0,0.0,referral,2
RCT-2025-000175,0.2397260273972602,0.4377279833246482,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.2944740380217681,0.4966430479459061,0.625,0.0,0.0,1.0,0.9325842696629212,0.0,0.0,referral,2
RCT-2025-000176,0.9246575342465754,0.6990959965561773,1.0,0.75,1.0,1.0,0.3302325330297573,0.3453257323473904,0.6666666666666666,0.6666666666666666,0.3090596430684585,0.2638239968950595,0.25,0.0,0.0,0.0,0.0112359550561797,0.0,1.0,alto_risco,1
RCT-2025-000177,0.4726027397260274,0.9856985698569856,0.0,0.75,1.0,1.0,0.1508521265070157,0.1575287692365909,0.3333333333333333,0.6666666666666666,0.0707449864489546,0.4435539979041006,0.625,1.0,0.0,0.0,0.0561797752808988,1.0,1.0,alto_risco,1
RCT-2026-000178,1.0,0.8558708219815269,0.0,1.0,1.0,1.0,0.6207177861480762,0.6395969034557641,1.0,0.3333333333333333,0.0352326029406558,0.5834692593558757,0.25,1.0,0.0,0.0,0.0449438202247191,0.0,0.0,alto_risco,1
RCT-2026-000179,0.136986301369863,0.0964270340077485,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.9513850130896728,0.1176449150130278,0.875,0.0,1.0,0.0,0.0112359550561797,0.0,1.0,alta_cobertura,0
RCT-2026-000180,0.0684931506849315,0.0853008377760853,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9310384453135128,0.0609954198285315,1.0,0.0,1.0,0.0,0.0786516853932584,0.0,1.0,alta_cobertura,0
RCT-2026-000181,0.1986301369863013,0.2772277227722772,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7242933058774569,0.1017612487329709,0.875,0.0,1.0,0.0,0.0112359550561797,0.0,1.0,alta_cobertura,0
RCT-2026-000182,0.3835616438356164,0.2255411981876153,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.7634324223239718,0.1986880888895424,0.875,0.0,0.0,0.0,0.0561797752808988,0.0,1.0,alta_cobertura,0
RCT-2025-000183,0.047945205479452,0.4435643564356435,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.1131324638987402,0.1451101972224935,0.625,0.0,0.0,1.0,0.595505617977528,0.0,0.0,referral,2
RCT-2024-000184,0.0342465753424657,0.1386138613861386,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.7934594830864959,0.1776246531627536,0.75,0.0,1.0,0.0,0.0449438202247191,0.0,0.0,alta_cobertura,0
RCT-2025-000185,0.9383561643835616,0.8633663366336632,1.0,0.75,0.0,1.0,0.4342883000379701,0.4218191723573433,0.6666666666666666,0.3333333333333333,0.1389612603426161,0.6210508466435218,0.125,1.0,0.0,0.0,0.0898876404494382,1.0,0.0,alto_risco,1
RCT-2026-000186,0.2123287671232876,0.4239953407105415,1.0,0.75,0.0,0.0,0.0109407671748839,0.0112029301665024,0.3333333333333333,0.0,0.2734204394064293,0.1967091615627866,0.625,0.0,0.0,1.0,0.2696629213483146,0.0,0.0,referral,2
RCT-2025-000187,0.2191780821917808,0.2217821782178217,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.4287844475706122,0.3929300374938484,0.625,0.0,0.0,1.0,0.5168539325842696,1.0,0.0,referral,2
RCT-2025-000188,0.3424657534246575,0.0209228470016812,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5984497028288077,0.2036090730766572,1.0,0.0,0.0,0.0,0.0786516853932584,0.0,1.0,alta_cobertura,0
RCT-2025-000189,0.136986301369863,0.0964270340077485,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.3621530812991707,0.0374341576071519,0.875,0.0,1.0,0.0,0.0561797752808988,0.0,1.0,alta_cobertura,0
RCT-2025-000190,0.0205479452054794,0.3696369636963695,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.4357716720672666,0.0735953543649524,0.625,0.0,1.0,0.0,0.1011235955056179,0.0,1.0,alta_cobertura,0
RCT-2025-000191,0.1301369863013698,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.67635714317708,0.3090703082626371,1.0,0.0,1.0,0.0,0.0337078651685393,0.0,1.0,alta_cobertura,0
RCT-2026-000192,0.184931506849315,0.5174917491749175,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.3948295593261262,0.160374014807751,0.375,1.0,0.0,1.0,0.4382022471910112,1.0,0.0,referral,2
RCT-2026-000193,0.3835616438356164,0.5262627957711025,0.0,1.0,0.0,0.0,0.2847921081614801,0.3207510915438795,0.6666666666666666,0.6666666666666666,0.0427396001404941,0.3531900293973686,0.125,0.0,0.0,0.0,0.0898876404494382,0.0,1.0,alto_risco,1
RCT-2025-000194,0.2397260273972602,0.5544554455445544,0.0,1.0,1.0,1.0,0.4106164102062449,0.3898739732988943,0.6666666666666666,0.6666666666666666,0.3242980207383602,0.7039891971365915,0.125,0.0,0.0,0.0,0.0449438202247191,0.0,1.0,alto_risco,1
RCT-2025-000195,0.8698630136986302,0.8615384615384615,0.0,1.0,1.0,1.0,0.2031023167363322,0.2386908720669039,0.3333333333333333,0.3333333333333333,0.2691122527988574,0.8688018362445542,0.0,1.0,0.0,0.0,0.0786516853932584,0.0,0.0,alto_risco,1
RCT-2025-000196,0.2876712328767123,0.0985698569856985,1.0,0.25,0.0,0.0,0.0044568317344346,0.0042064907147175,0.3333333333333333,1.0,0.4043809354113762,0.3169233096509177,0.75,0.0,0.0,0.0,0.0337078651685393,0.0,1.0,alta_cobertura,0
RCT-2025-000197,0.1986301369863013,0.2079207920792078,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4495204861723841,0.3571714849078325,0.75,0.0,1.0,0.0,0.1011235955056179,0.0,1.0,alta_cobertura,0
RCT-2024-000198,0.1575342465753424,0.3838537699923838,0.0,0.75,0.0,1.0,0.0,0.0,0.0,0.0,0.5117539136186479,0.5806780607099655,0.625,0.0,0.0,1.0,0.8314606741573033,1.0,0.0,referral,2
RCT-2025-000199,0.9315068493150684,0.7499109623192535,0.0,1.0,0.0,1.0,0.2961785266133044,0.3504175470113358,0.6666666666666666,0.3333333333333333,0.3379847486619386,0.4605326597671843,0.5,0.0,0.0,1.0,0.0898876404494382,0.0,0.0,alto_risco,1
RCT-2024-000200,0.5547945205479452,0.6864686468646864,0.0,0.75,1.0,1.0,0.2352553010869461,0.2268662286345106,1.0,0.3333333333333333,0.2247543926975494,0.6888057660355777,0.625,0.0,0.0,1.0,0.0786516853932584,0.0,0.0,alto_risco,1
RCT-2026-000201,0.0,0.3696369636963695,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.1731619992996849,0.0899644713233337,0.5,0.0,0.0,1.0,0.6179775280898876,1.0,0.0,referral,2
RCT-2026-000202,0.0547945205479452,0.3024302430243024,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.3766544589126462,0.4196753911063783,0.625,0.0,0.0,1.0,0.4382022471910112,0.0,0.0,referral,2
RCT-2026-000203,0.0684931506849315,0.2559025133282558,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.3696966181334041,0.2360526374483521,1.0,0.0,1.0,0.0,0.0674157303370786,0.0,1.0,alta_cobertura,0
RCT-2025-000204,0.1095890410958904,0.2334549244398123,0.0,0.75,0.0,0.0,0.0039098781156539,0.0053050952929426,0.3333333333333333,0.0,0.4129176888811544,0.4537593811889031,0.75,0.0,0.0,1.0,0.4157303370786517,0.0,0.0,referral,2
RCT-2025-000205,0.1643835616438356,0.8214154748808212,1.0,0.75,1.0,1.0,0.5873805227212264,0.6164945466543275,1.0,0.3333333333333333,0.3313697710324592,0.602708533408445,0.5,1.0,0.0,0.0,0.0786516853932584,0.0,0.0,alto_risco,1
RCT-2026-000206,0.9315068493150684,0.8057553956834532,0.0,0.75,0.0,1.0,0.2051488058991811,0.231997207203747,0.3333333333333333,0.3333333333333333,0.1127728005280857,0.3461013006705847,0.5,0.0,0.0,0.0,0.1011235955056179,0.0,0.0,alto_risco,1
RCT-2026-000207,0.2876712328767123,0.7885588558855885,1.0,0.75,1.0,1.0,0.4430212150688182,0.4407412575590825,1.0,0.3333333333333333,0.1308849995597019,0.4416048768350557,0.5,1.0,0.0,0.0,0.0449438202247191,0.0,1.0,alto_risco,1
RCT-2024-000208,0.4041095890410958,0.8406259980836792,0.0,0.75,0.0,1.0,0.1789391445854871,0.1705581231243811,0.3333333333333333,0.3333333333333333,0.1622996875282082,0.8153484211872386,0.375,1.0,0.0,0.0,0.0224719101123595,1.0,1.0,alto_risco,1
RCT-2025-000209,0.184931506849315,0.3326732673267326,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.8396081645630548,0.1935221980624987,0.75,0.0,1.0,1.0,0.0,0.0,1.0,alta_cobertura,0
RCT-2026-000210,0.4383561643835616,0.6620363528890201,0.0,1.0,1.0,1.0,0.5006268281754512,0.4771783622135589,0.6666666666666666,0.6666666666666666,0.324340655606113,0.7991217248722178,0.375,1.0,0.0,0.0,0.0898876404494382,1.0,0.0,alto_risco,1
RCT-2025-000211,0.3356164383561644,0.0853008377760853,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6821157333153456,0.3124483420503265,1.0,0.0,1.0,0.0,0.0561797752808988,0.0,0.0,alta_cobertura,0
RCT-2026-000212,0.2260273972602739,0.2464246424642464,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3413819381095688,0.0060340775684218,1.0,0.0,0.0,0.0,0.0898876404494382,0.0,1.0,alta_cobertura,0
RCT-2026-000213,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.118092571769853,0.445524776908198,0.375,0.0,0.0,1.0,0.8426966292134831,1.0,0.0,referral,2
RCT-2026-000214,0.3904109589041096,0.0554455445544554,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.8539492408620021,0.1571476651132528,0.75,0.0,1.0,0.0,0.0449438202247191,0.0,1.0,alta_cobertura,0
RCT-2026-000215,0.136986301369863,0.2892811020232457,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.2679178424028302,0.2405272412157252,0.875,0.0,0.0,1.0,0.3932584269662921,1.0,0.0,referral,2
RCT-2025-000216,0.0616438356164383,0.0924092409240923,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6460164001142633,0.2797785082078166,0.75,0.0,1.0,0.0,0.0112359550561797,0.0,1.0,alta_cobertura,0
RCT-2026-000217,0.0,0.0,0.0,0.75,1.0,1.0,0.0104866038162099,0.0133255884844666,0.3333333333333333,0.0,0.2767819271909906,0.2201271095608888,0.625,0.0,0.0,1.0,0.5168539325842696,0.0,0.0,referral,2
RCT-2025-000218,0.2123287671232876,0.326150262085032,1.0,0.25,1.0,0.0,0.0064771276793312,0.006808030226288,0.3333333333333333,1.0,0.8698081151924723,0.2909445325958018,1.0,0.0,1.0,0.0,0.0,0.0,1.0,alta_cobertura,0
RCT-2025-000219,0.1506849315068493,0.1774257425742574,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.3322750996524608,0.3279753601139242,0.375,0.0,0.0,1.0,0.4719101123595505,1.0,0.0,referral,2
RCT-2024-000220,0.2260273972602739,0.4312431243124312,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.2441358113290873,0.314190034807307,0.375,0.0,0.0,1.0,0.9213483146067416,0.0,0.0,referral,2
